codeMagasin;NomMagasinConcurrent;AdresseMagasinConcurrent;CodePostalMagasinConcurrent;VilleMagasinConcurrent;NomEnseigne;CodeProduit;TypeCommanditaire;OffreNiveau1;OffreNiveau2;OffreNiveau3;NumTarif;DateDébutTarif;DateFinTarif;DateRelevé;NotrePrix;PrixConcurrent
1754;GEANT CASINO(565);CC GEANT RTE DE BERRE;13090;AIX EN PROVENCE;Casino;604254;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;20/02/2015;13.86;72.8
1754;GEANT CASINO(565);CC GEANT RTE DE BERRE;13090;AIX EN PROVENCE;Casino;604408;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;20/02/2015;87.5;88.56
1792;carrefour(569);chateau roussillon;66000;perpignan;Carrefour;604254;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;52.66;1.22
1792;carrefour(569);chateau roussillon;66000;perpignan;Carrefour;604408;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;88.41;16.16
1792;carrefour(569);chateau roussillon;66000;perpignan;Carrefour;604254;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;30.2;22.44
1792;carrefour(569);chateau roussillon;66000;perpignan;Carrefour;604408;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;11.12;32.38
1792;internity(570);chateau roussillon;66000;perpignan;Internity;604254;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;15.65;10.97
1792;internity(570);chateau roussillon;66000;perpignan;Internity;604408;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;6.49;38.07
1792;internity(570);chateau roussillon;66000;perpignan;Internity;604254;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;74.96;85.33
1792;internity(570);chateau roussillon;66000;perpignan;Internity;604408;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;46.04;38.58
1093;-572;NULL;0;NULL;Carrefour;604254;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;24.9;65.78
1093;-572;NULL;0;NULL;Carrefour;604408;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;18.45;75.69
1093;-572;NULL;0;NULL;Carrefour;604408;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;31.22;45.56
1070;PHONE HOUSE(578);CC BARNEOUD;13170;LES PENNES MIRABEAU;Casino;604254;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;20/02/2015;33.05;27.98
1070;PHONE HOUSE(578);CC BARNEOUD;13170;LES PENNES MIRABEAU;Casino;604408;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;20/02/2015;49.26;28.96
1070;PHONE HOUSE(578);CC BARNEOUD;13170;LES PENNES MIRABEAU;Casino;604408;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;20/02/2015;84.83;79.3
1128;Carrefour BAB2(583);Rue Jean Léon Laporte;64600;anglet;Carrefour;604254;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;41.79;24.34
1128;Carrefour BAB2(583);Rue Jean Léon Laporte;64600;anglet;Carrefour;604408;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;83.52;86.26
1128;Carrefour BAB2(583);Rue Jean Léon Laporte;64600;anglet;Carrefour;604254;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;7.84;92.14
1128;Carrefour BAB2(583);Rue Jean Léon Laporte;64600;anglet;Carrefour;604408;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;50.39;34.74
1116;st lazare(585);passage du havre;75009;paris;Fnac;604254;2;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;1.47;80.25
1116;st lazare(585);passage du havre;75009;paris;Fnac;604408;2;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;80.26;18.72
1105;FNAC(586);CC FORUM DES HALLES;75001;PARIS;Fnac;604254;2;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;3.99;38.09
1105;FNAC(586);CC FORUM DES HALLES;75001;PARIS;Fnac;604408;2;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;11.37;17.34
1105;FNAC(586);CC FORUM DES HALLES;75001;PARIS;Fnac;604254;2;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;56.82;62.9
1105;FNAC(586);CC FORUM DES HALLES;75001;PARIS;Fnac;604408;2;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;37.95;70.24
1807;GEANT(29);ROUTE DE PERROS GUIREC;22300;LANNION;Casino;604408;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;20/02/2015;35.46;54.76
1046;-30;CCShopping Etrembière;74100;Etrembière;Internity;604254;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;17.87;36.27
1046;-30;CCShopping Etrembière;74100;Etrembière;Internity;604408;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;89.12;30.87
1046;-30;CCShopping Etrembière;74100;Etrembière;Internity;604254;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;61.95;65.69
1046;-30;CCShopping Etrembière;74100;Etrembière;Internity;604408;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;77.97;1.97
1046;-31;CC Shopping Etrembière;74100;Etrembière;TPH;604254;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;2015-03-10 00:00:00.000;10/05/2007;79.3;21.07
1046;-31;CC Shopping Etrembière;74100;Etrembière;TPH;604408;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;2015-03-10 00:00:00.000;10/05/2007;60.29;80.61
1046;-31;CC Shopping Etrembière;74100;Etrembière;TPH;604254;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;2015-03-10 00:00:00.000;10/05/2007;92.85;85.9
1770;-32;rue du maillet;57100;thionville;TPH;604254;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;2015-03-10 00:00:00.000;10/05/2007;43.15;66.82
1770;-32;rue du maillet;57100;thionville;TPH;604408;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;2015-03-10 00:00:00.000;10/05/2007;65.07;40.37
1770;-32;rue du maillet;57100;thionville;TPH;604254;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;2015-03-10 00:00:00.000;10/05/2007;45.3;36.04
1770;-32;rue du maillet;57100;thionville;TPH;604408;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;2015-03-10 00:00:00.000;10/05/2007;13.03;59.64
1007;CARREFOUR(34);c.c.;91100;villabe;Carrefour;604254;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;49.53;18.12
1007;CARREFOUR(34);c.c.;91100;villabe;Carrefour;604408;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;71.03;22.77
1007;CARREFOUR(34);c.c.;91100;villabe;Carrefour;604254;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;41.02;7.82
1007;CARREFOUR(34);c.c.;91100;villabe;Carrefour;604408;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;28.41;18.98
1007;THE PHONE HOUSE(36);c.c. carrefour a6;91100;villabe;TPH;604408;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;2015-03-10 00:00:00.000;10/05/2007;23.99;40.54
1007;THE PHONE HOUSE(36);c.c. carrefour a6;91100;villabe;TPH;604254;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;2015-03-10 00:00:00.000;10/05/2007;3.91;95.85
1007;THE PHONE HOUSE(36);c.c. carrefour a6;91100;villabe;TPH;604408;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;2015-03-10 00:00:00.000;10/05/2007;29.71;26.39
1129;INTERNITY(37);RUE CHARLES DE GAULLE;42300;ROANNE;Internity;604254;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;10.61;98.97
1129;INTERNITY(37);RUE CHARLES DE GAULLE;42300;ROANNE;Internity;604408;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;82.73;3.01
1129;INTERNITY(37);RUE CHARLES DE GAULLE;42300;ROANNE;Internity;604254;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;14.39;11.33
1129;INTERNITY(37);RUE CHARLES DE GAULLE;42300;ROANNE;Internity;604408;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;53.39;47.49
1087;Mistral 7(39);c/c mistral 7;84000;avignon;Auchan;604254;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;52.64;66.41
1087;Mistral 7(39);c/c mistral 7;84000;avignon;Auchan;604408;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;72.51;60.15
1087;Mistral 7(39);c/c mistral 7;84000;avignon;Auchan;604254;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;19.95;2.97
1087;Mistral 7(39);c/c mistral 7;84000;avignon;Auchan;604408;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;44.78;6.38
1130;Espace Confort(40);75 av Montaigne;49000;ANGERS;Casino;604254;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;20/02/2015;20.13;43.91
1130;Espace Confort(40);75 av Montaigne;49000;ANGERS;Casino;604254;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;20/02/2015;23.15;98.84
1130;Espace Confort(40);75 av Montaigne;49000;ANGERS;Casino;604408;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;20/02/2015;79.24;62.17
1752;GEANT CASINO(43);C CIAL GEANT;42030;ST ETIENNE MONTHIEU;Casino;604254;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;20/02/2015;79.91;41.48
1752;GEANT CASINO(43);C CIAL GEANT;42030;ST ETIENNE MONTHIEU;Casino;604408;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;20/02/2015;31.89;88.06
1752;GEANT CASINO(43);C CIAL GEANT;42030;ST ETIENNE MONTHIEU;Casino;604254;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;20/02/2015;85.02;48.21
1752;GEANT CASINO(43);C CIAL GEANT;42030;ST ETIENNE MONTHIEU;Casino;604408;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;20/02/2015;17.09;41.74
1130;Internity(46);75 av Montaigne;49000;ANGERS;Internity;604254;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;24.79;59.14
1130;Internity(46);75 av Montaigne;49000;ANGERS;Internity;604408;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;18.15;53.76
1130;Internity(46);75 av Montaigne;49000;ANGERS;Internity;604254;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;65.47;54.41
1130;Internity(46);75 av Montaigne;49000;ANGERS;Internity;604408;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;90.12;80.8
1019;TPH(49);NULL;59777;EURALILLE;TPH;604254;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;2015-03-10 00:00:00.000;10/05/2007;98.67;17.25
1019;TPH(49);NULL;59777;EURALILLE;TPH;604408;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;2015-03-10 00:00:00.000;10/05/2007;64.39;18.45
1019;TPH(49);NULL;59777;EURALILLE;TPH;604408;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;2015-03-10 00:00:00.000;10/05/2007;56.33;90.93
1019;PLANET SATURNE(50);NULL;59777;EURALILLE;05-mai;604254;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;45.77;18.45
1019;PLANET SATURNE(50);NULL;59777;EURALILLE;05-mai;604408;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;94.68;71.31
1019;PLANET SATURNE(50);NULL;59777;EURALILLE;05-mai;604254;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;87.56;26.06
1019;PLANET SATURNE(50);NULL;59777;EURALILLE;05-mai;604408;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;40.44;8.95
1019;CARREFOUR(51);NULL;59777;EURALILLE;Carrefour;604254;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;90.08;89.52
1019;CARREFOUR(51);NULL;59777;EURALILLE;Carrefour;604408;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;58.54;14.62
1019;CARREFOUR(51);NULL;59777;EURALILLE;Carrefour;604254;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;88.23;98.42
1019;CARREFOUR(51);NULL;59777;EURALILLE;Carrefour;604408;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;25.55;69.49
1019;BOUYGUES(52);NULL;59777;EURALILLE;Club Bouygues;604254;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;13.91;76.42
1019;BOUYGUES(52);NULL;59777;EURALILLE;Club Bouygues;604408;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;56.38;89.66
1019;BOUYGUES(52);NULL;59777;EURALILLE;Club Bouygues;604254;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;86.18;84.41
1019;BOUYGUES(52);NULL;59777;EURALILLE;Club Bouygues;604408;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;60.15;34.9
1085;carrefour(56);rue villars;59220;denain;Carrefour;604254;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;67.38;14.86
1085;carrefour(56);rue villars;59220;denain;Carrefour;604408;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;52.82;75.69
1085;carrefour(56);rue villars;59220;denain;Carrefour;604408;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;92.67;15.66
1721;carrefour(62);cc carrefour herouville;14200;herouville;Carrefour;604254;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;8.11;12.58
1721;carrefour(62);cc carrefour herouville;14200;herouville;Carrefour;604408;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;10.34;20.76
1721;carrefour(62);cc carrefour herouville;14200;herouville;Carrefour;604254;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;25.83;28.15
1772;Auchan(63);rue de la fabrique;45500;gien;Auchan;604254;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;83.02;68.45
1772;Auchan(63);rue de la fabrique;45500;gien;Auchan;604254;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;43.53;40.67
1772;Auchan(63);rue de la fabrique;45500;gien;Auchan;604408;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;15.21;98.38
1781;carrefour(65);ccial carrefour lievin;62880;lievin;Carrefour;604254;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;40.18;49.45
1781;carrefour(65);ccial carrefour lievin;62880;lievin;Carrefour;604408;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;71;31.82
1781;carrefour(65);ccial carrefour lievin;62880;lievin;Carrefour;604254;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;26.02;37.92
1781;carrefour(65);ccial carrefour lievin;62880;lievin;Carrefour;604408;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;90.28;73.21
1781;internity(66);ccial carrefour les marichelles;62880;lievin;Internity;604408;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;38.11;9.2
1781;internity(66);ccial carrefour les marichelles;62880;lievin;Internity;604254;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;49.56;36.47
1781;internity(66);ccial carrefour les marichelles;62880;lievin;Internity;604408;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;30.38;52.82
1017;CARREFOUR(69);8 RUE ROBERT SCHUMANN;78500;SARTROUVILLE;Carrefour;604254;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;32.47;30.8
1017;CARREFOUR(69);8 RUE ROBERT SCHUMANN;78500;SARTROUVILLE;Carrefour;604408;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;91.27;34.1
1017;CARREFOUR(69);8 RUE ROBERT SCHUMANN;78500;SARTROUVILLE;Carrefour;604254;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;51.06;77.93
1017;CARREFOUR(69);8 RUE ROBERT SCHUMANN;78500;SARTROUVILLE;Carrefour;604408;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;93.14;94.18
1035;CARREFOUR(74);la grande borde;31670;labege;Carrefour;604254;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;7.5;7.56
1035;CARREFOUR(74);la grande borde;31670;labege;Carrefour;604408;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;90.62;23.83
1035;CARREFOUR(74);la grande borde;31670;labege;Carrefour;604254;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;87.87;75.31
1035;CARREFOUR(74);la grande borde;31670;labege;Carrefour;604408;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;91.88;82.95
1035;FNAC(75);NULL;31670;labege;Fnac;604254;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;28.96;72.46
1035;FNAC(75);NULL;31670;labege;Fnac;604408;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;63.62;47.45
1035;FNAC(75);NULL;31670;labege;Fnac;604254;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;68.31;74.39
1035;FNAC(75);NULL;31670;labege;Fnac;604408;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;98.25;65.63
1058;CARREFOUR langueux(76);1 rue jules verne;22360;languex;Carrefour;604254;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;52.55;15.49
1058;CARREFOUR langueux(76);1 rue jules verne;22360;languex;Carrefour;604408;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;18.6;80.45
1058;CARREFOUR langueux(76);1 rue jules verne;22360;languex;Carrefour;604408;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;90.85;8.35
1058;BOULANGER langueux(78);rue jules verne;22360;langueux;Boulanger;604254;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;32.03;71.85
1058;BOULANGER langueux(78);rue jules verne;22360;langueux;Boulanger;604408;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;11.78;28.74
1058;BOULANGER langueux(78);rue jules verne;22360;langueux;Boulanger;604254;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;35.78;37.43
1058;BOULANGER langueux(78);rue jules verne;22360;langueux;Boulanger;604408;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;3.25;22.25
1708;CARREFOUR(80);CC;14120;MONDEVILLE;Carrefour;604254;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;80.56;60.43
1708;CARREFOUR(80);CC;14120;MONDEVILLE;Carrefour;604408;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;52.32;54.88
1708;CARREFOUR(80);CC;14120;MONDEVILLE;Carrefour;604254;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;59.8;19.37
1708;CARREFOUR(80);CC;14120;MONDEVILLE;Carrefour;604408;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;56.88;91.39
1708;-83;CC;14120;MONDEVILLE;TPH;604408;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;2015-03-10 00:00:00.000;10/05/2007;85.82;30.86
1708;-83;CC;14120;MONDEVILLE;TPH;604254;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;2015-03-10 00:00:00.000;10/05/2007;70.21;47.47
1708;-83;CC;14120;MONDEVILLE;TPH;604408;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;2015-03-10 00:00:00.000;10/05/2007;90.76;54.16
1814;Auchan(85);NULL;0;NULL;Auchan;604254;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;7.09;99.78
1814;Auchan(85);NULL;0;NULL;Auchan;604408;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;55.25;20.77
1814;Auchan(85);NULL;0;NULL;Auchan;604254;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;36.55;23.94
1814;Auchan(85);NULL;0;NULL;Auchan;604408;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;44.31;78.73
1031;CORA(89);C CIAL LENS II;62880;VENDIN;Cora;604254;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;35.33;33.11
1031;CORA(89);C CIAL LENS II;62880;VENDIN;Cora;604254;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;98.73;52.36
1031;CORA(89);C CIAL LENS II;62880;VENDIN;Cora;604408;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;80.76;47.73
1789;leclerc(91);la cavaille;24100;bergerac;Leclerc;604254;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;48.51;38.12
1789;leclerc(91);la cavaille;24100;bergerac;Leclerc;604408;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;60.37;66.03
1789;leclerc(91);la cavaille;24100;bergerac;Leclerc;604254;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;99.99;71.33
1789;leclerc(91);la cavaille;24100;bergerac;Leclerc;604408;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;20.42;46.56
1749;geant casino(92);rn90;73200;albertville;Casino;604254;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;20/02/2015;29.29;55.75
1749;geant casino(92);rn90;73200;albertville;Casino;604408;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;20/02/2015;22.46;63.14
1749;geant casino(92);rn90;73200;albertville;Casino;604408;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;20/02/2015;29.67;31.8
1333;NOm du concurrent(96);NULL;0;paris;Internity;604254;2;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;99.78;77.24
1333;NOm du concurrent(96);NULL;0;paris;Internity;604408;2;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;98.83;97.79
1333;NOm du concurrent(96);NULL;0;paris;Internity;604408;2;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;35.96;71.52
1043;carrefour boisseuil(97);NULL;87220;boisseuil;Carrefour;604254;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;35.74;20.2
1043;carrefour boisseuil(97);NULL;87220;boisseuil;Carrefour;604408;1;ABONEMENT;Essentiel 1h;12 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;29.23;81.65
